dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Ext JS,Ext JS,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|eXtensible Business Reporting Language XBRL,eXtensible Business Reporting Language XBRL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Extensible hypertext markup language XHTML,Extensible hypertext markup language XHTML,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Extensible markup language XML,Extensible markup language XML,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Extensible stylesheet language transformations XSLT,Extensible stylesheet language transformations XSLT,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Extensible stylesheet language XSL,Extensible stylesheet language XSL,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|Facebook,Facebook,Web page creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.b|FaceTime,FaceTime,Video conferencing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Facilities design software,Facilities design software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Facilities planning software,Facilities planning software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Factiva,Factiva,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Failure assessment software,Failure assessment software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Failure mode and effects analysis FMEA software,Failure mode and effects analysis FMEA software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Failure mode effects and criticality analysis FMECA software,Failure mode effects and criticality analysis FMECA software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Failure reporting analysis and corrective action FRACAS software,Failure reporting analysis and corrective action FRACAS software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Fault modeling software,Fault modeling software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Fault testing software,Fault testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Fault tree analysis FTA software,Fault tree analysis FTA software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|FedBizOps,FedBizOps,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Field programmable gate array FPGA design software,Field programmable gate array FPGA design software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.f|Fifth Walk BillingTracker,Fifth Walk BillingTracker,Billing and invoicing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.d|Figma,Figma,Graphical user interface development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.a|File server software,File server software,Filesystem software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|FileMaker Pro,FileMaker Pro,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Financial Competence,Financial Competence,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Financial planning software,Financial planning software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Financial reporting software,Financial reporting software,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Financial statement software,Financial statement software,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Finite difference time domain FDTD software,Finite difference time domain FDTD software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Finite element analysis FEA software,Finite element analysis FEA software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Finite element method FEM software,Finite element method FEM software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Firewall software,Firewall software,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Fixed-assets depreciation software,Fixed-assets depreciation software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Flask,Flask,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Flat File Checker,Flat File Checker,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Fleet management software,Fleet management software,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|FlexBox,FlexBox,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Flipgrid,Flipgrid,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Floor planning software,Floor planning software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.p|Flow chart software,Flow chart software,Process mapping and design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Formula translation/translator FORTRAN,Formula translation/translator FORTRAN,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Forth,Forth,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Four Soft 4S eLog,Four Soft 4S eLog,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Four Soft 4S VisiLog,Four Soft 4S VisiLog,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Fox Meadows Accent Data Manager,Fox Meadows Accent Data Manager,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Fox Meadows ChartingPlus,Fox Meadows ChartingPlus,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Fox Meadows EncounterManager,Fox Meadows EncounterManager,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Freeverse Lineform,Freeverse Lineform,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|FRx Software Microsoft FRx,FRx Software Microsoft FRx,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Functional testing software,Functional testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Functional verification software,Functional verification software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Fund accounting software,Fund accounting software,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|G-code,G-code,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|Galilee Enterprise TargetPro,Galilee Enterprise TargetPro,Customer relationship management CRM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Gambit Scheme,Gambit Scheme,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|GE Healthcare Centricity EMR,GE Healthcare Centricity EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|GE Healthcare Logician,GE Healthcare Logician,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|General ledger software,General ledger software,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Geographic information system GIS marketing software,Geographic information system GIS marketing software,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|Geographic information system GIS software,Geographic information system GIS software,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|Geographic information system GIS systems,Geographic information system GIS systems,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.c|Git,Git,File versioning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|GitHub,GitHub,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|GitLab,GitLab,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|GLOBE Claritas,GLOBE Claritas,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|GMI NET-MR,GMI NET-MR,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|GNU Image Manipulation Program GIMP,GNU Image Manipulation Program GIMP,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Go,Go,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|GoBackgrounds,GoBackgrounds,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Google,Google,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.l|Google Ads,Google Ads,Sales and marketing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Google Analytics,Google Analytics,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Google Android,Google Android,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Google Angular,Google Angular,Web platform development software,,pending
