source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,reason
O*NET Database|onet_software_skills|2.E.4.b|Adobe Photoshop,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Adobe Photoshop,Adobe Photoshop,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.c|Adobe Premiere Pro,O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Adobe Premiere Pro,Adobe Premiere Pro,Video creation and editing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Adobe XD,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Adobe XD,Adobe XD,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.e|ADP Super Report Writer,O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|ADP Super Report Writer,ADP Super Report Writer,Data base reporting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|ADP Workforce Now,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|ADP Workforce Now,ADP Workforce Now,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Advanced boolean expression language ABEL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Advanced boolean expression language ABEL,Advanced boolean expression language ABEL,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.e|Advanced business application programming ABAP,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Advanced business application programming ABAP,Advanced business application programming ABAP,Object or component oriented development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|Advanced Micro Systems 1099-Etc,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Advanced Micro Systems 1099-Etc,Advanced Micro Systems 1099-Etc,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Advantage Software Physical Therapy Advantage,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Advantage Software Physical Therapy Advantage,Advantage Software Physical Therapy Advantage,Medical software,,No approved automatic normalization match.
"O*NET Database|onet_software_skills|2.E.5.a|Adxstudio, for Microsoft",O*NET Database,31.0,technology,onet_software_skills,"2.E.5.a|Adxstudio, for Microsoft","Adxstudio, for Microsoft",Content workflow software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|Ahrefs Site Explorer,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Ahrefs Site Explorer,Ahrefs Site Explorer,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|Airtable,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Airtable,Airtable,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|AJAX,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|AJAX,AJAX,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Algorithmic language ALGOL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Algorithmic language ALGOL,Algorithmic language ALGOL,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|Allaire ColdFusion,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Allaire ColdFusion,Allaire ColdFusion,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.g|Allen Bradley PanelView,O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Allen Bradley PanelView,Allen Bradley PanelView,Industrial control software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Allscripts EHR,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Allscripts EHR,Allscripts EHR,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Allscripts Professional EHR,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Allscripts Professional EHR,Allscripts Professional EHR,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Altera hardware description language AHDL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Altera hardware description language AHDL,Altera hardware description language AHDL,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.m|Alteryx software,O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Alteryx software,Alteryx software,Business intelligence and data analysis software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.d|Altia Design,O*NET Database,31.0,technology,onet_software_skills,2.E.7.d|Altia Design,Altia Design,Graphical user interface development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.i|Altova MapForce,O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Altova MapForce,Altova MapForce,Metadata management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Amazing Charts,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Amazing Charts,Amazing Charts,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|Amazon DynamoDB,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Amazon DynamoDB,Amazon DynamoDB,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|Amazon Elastic Compute Cloud EC2,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Amazon Elastic Compute Cloud EC2,Amazon Elastic Compute Cloud EC2,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|Amazon Kinesis,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Amazon Kinesis,Amazon Kinesis,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|Amazon Redshift,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Amazon Redshift,Amazon Redshift,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.12.f|Amazon Simple Storage Service S3,O*NET Database,31.0,technology,onet_software_skills,2.E.12.f|Amazon Simple Storage Service S3,Amazon Simple Storage Service S3,Storage networking software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.11.e|Amazon Web Services AWS CloudFormation,O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Amazon Web Services AWS CloudFormation,Amazon Web Services AWS CloudFormation,Cloud-based management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.11.e|Amazon Web Services AWS SageMaker,O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Amazon Web Services AWS SageMaker,Amazon Web Services AWS SageMaker,Cloud-based management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|Amazon Web Services AWS software,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Amazon Web Services AWS software,Amazon Web Services AWS software,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Ambient Design ArtRage,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Ambient Design ArtRage,Ambient Design ArtRage,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.a|American Medical Association CodeManager,O*NET Database,31.0,technology,onet_software_skills,2.E.6.a|American Medical Association CodeManager,American Medical Association CodeManager,Categorization or classification software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|American National Standards Institute ANSI C,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|American National Standards Institute ANSI C,American National Standards Institute ANSI C,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|American Riviera Magtax,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|American Riviera Magtax,American Riviera Magtax,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Amkai AmkaiCharts,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Amkai AmkaiCharts,Amkai AmkaiCharts,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|AndersonBell Abstat,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|AndersonBell Abstat,AndersonBell Abstat,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.i|Ansible software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.i|Ansible software,Ansible software,Expert system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|ANSYS simulation software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|ANSYS simulation software,ANSYS simulation software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.d|Anti-phishing software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Anti-phishing software,Anti-phishing software,Transaction security and virus protection software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.d|Anti-spyware software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Anti-spyware software,Anti-spyware software,Transaction security and virus protection software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.d|Anti-Trojan software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Anti-Trojan software,Anti-Trojan software,Transaction security and virus protection software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Aonix Software Through Pictures,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Aonix Software Through Pictures,Aonix Software Through Pictures,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.o|Apache Airflow,O*NET Database,31.0,technology,onet_software_skills,2.E.1.o|Apache Airflow,Apache Airflow,Procedure management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Apache Ant,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Apache Ant,Apache Ant,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.h|Apache Avro,O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Apache Avro,Apache Avro,Information retrieval or search software,,No approved automatic normalization match.
